particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599660924928,576460889742377066,27.1496658,17.5422478,-17.1028061,0.122049093,2.39591622,1.5367825,-1.50626171,3.2221272,0.000387852662,-0.000425539358,0.000394726318,-9.90095359e-05,0
4503599677702144,576460889742377067,17.7306805,26.904747,-57.1282845,0.218834236,1.28253412,1.96327901,-4.15645409,4.7735343,7.22573168e-05,-0.000345005654,4.59670446e-05,-0.000162495911,0
4503599644147712,576460889742377081,31.6361389,4.77490473,65.8921127,0.245071948,0.585006535,0.0978898481,1.22156084,1.36205351,-7.50985637e-05,-1.29838281e-05,-0.000142766148,-0.000161228294,0
4503599694479360,576460889742377097,31.1901417,7.55064392,94.5567474,0.333182186,1.31696212,0.30900228,3.98602057,4.21062851,-0.000362392369,-8.31143552e-05,-0.000142402598,-0.000254240469,0
4503599677702144,576461027181330613,38.8200302,59.5443459,-126.022423,0.482742041,1.26205707,1.97478998,-4.15500641,4.77156448,-0.000197137051,-0.000610754709,-0.000177371316,-0.000150416308,1
4503599677702144,576461027181330614,39.8060837,61.087822,-129.270599,0.495183587,1.26093447,1.97477043,-4.15518379,4.7714138,-0.00013778561,0.000203346339,0.000276704261,-0.000193209722,2
4503599660924928,576461027181330643,60.3613739,38.6547508,-37.9378471,0.270662963,2.40744925,1.51650572,-1.50645208,3.22120523,-6.8187519e-06,-0.000226844801,-7.05612838e-05,-7.88850448e-05,1
4503599644147712,576461027181330737,70.1878891,12.0439425,146.779053,0.545857847,0.577922821,0.120976269,1.21743667,1.3571831,-5.10601712e-05,-9.08431684e-06,-0.000164597091,-0.00017020102,1
4503599694479360,576461027181330770,71.1805496,16.5740681,215.24472,0.758480132,1.3225466,0.285888195,3.98290396,4.2077961,5.31458027e-05,-0.000253108621,-0.000263922964,-0.000250301062,1
4503599677702144,576461164620284147,63.2639618,98.1502228,-207.050064,0.793112338,1.23871017,1.9813211,-4.14352703,4.75815296,-0.000493040308,0.00110564544,0.000602577231,-0.000192510546,3
4503599660924928,576461164620284247,97.9118423,62.0704842,-61.378109,0.437794805,2.42023683,1.49362493,-1.50647616,3.22010803,0.000322913605,-0.000345598732,0.000352024246,-8.22373404e-05,2
4503599644147712,576461164620284452,113.918983,22.2373085,239.360703,0.890137196,0.57092464,0.146890357,1.21535277,1.35490882,0.00021519282,-6.4389038e-05,-0.000310199655,-0.000194512613,2
4503599694479360,576461164620284504,112.493637,24.9524937,339.289337,1.1956265,1.32812726,0.256243259,3.98017049,4.20505667,-0.000920942111,0.000390554836,2.56355804e-07,-0.000266718445,2
4503599677702144,576461302059237584,92.3761749,145.442108,-305.481689,1.1701901,1.21063924,1.99830079,-4.14115,4.75595856,-0.000135534559,-0.000149351297,0.000104158033,-0.000187944912,4
4503599660924928,576461302059237812,144.996964,90.661972,-90.5641632,0.645852566,2.43863225,1.46126437,-1.50628698,3.21905041,-0.000463888573,5.59664477e-05,-0.000465172081,-0.000108285902,3
4503599660924928,576461302059237813,146.741302,91.7069397,-91.6419983,0.65353334,2.43879509,1.46027446,-1.50675213,3.21894217,-0.000199032889,0.00021967855,7.54191133e-05,-8.64272442e-05,4
4503599644147712,576461302059238354,167.661743,37.5707092,354.952179,1.31973338,0.559686184,0.177037731,1.21419489,1.35278368,-4.29380307e-05,-1.74737779e-05,-0.000189026658,-0.000189712213,3
4503599677702144,864691953088856185,330.257294,602.336548,-1218.5,4.66844034,0.939855516,2.13844061,-4.12806273,4.74429369,0.000111446199,0.000754965527,0.000581677654,-0.000143658777,9
4503599677702144,936748859932016907,137.762131,222.015091,-463.374786,1.77494562,1.16585934,2.02026153,-4.13607836,4.74963093,-0.000294872938,4.97915862e-05,0.000323494955,-0.000332898984,5
4503599660924928,936748859932017024,220.470261,134.917297,-136.855942,0.976207316,2.46541309,1.4104141,-1.50251055,3.21500087,0.000284837501,-0.000821632158,1.23249174e-05,-0.000147667306,5
4503599644147712,936748859932017262,250.726379,67.7002411,538.425049,2.00114679,0.538491786,0.225885943,1.20831442,1.34617424,-0.000623806147,-0.00057432591,5.80746928e-05,-0.000293540041,4
4503599694479360,936748859932017342,252.474258,47.3358879,755.496826,2.66275382,1.34068239,0.16559884,3.96205235,4.18734694,-0.000460433977,0.00136497663,-0.000447306229,-0.000516437634,3
4503599677702144,936748997370970374,185.887527,307.927887,-637.990173,2.44380641,1.11312592,2.04815865,-4.13410091,4.74720526,-0.000464912213,-0.000140216609,0.00018541528,-0.000330960378,6
4503599660924928,936748997370970593,312.251923,186.039413,-192.435287,1.37288427,2.49594212,1.3524276,-1.50193453,3.21337199,-0.000128592132,1.38070291e-05,0.000112611211,-0.000146704537,6
4503599644147712,936748997370971095,342.802368,112.095345,750.380615,2.78857899,0.508495331,0.279099792,1.20647216,1.34283388,0.000765888195,-0.00161324069,-0.000360060134,-0.000367592176,5
4503599694479360,936748997370971262,356.441925,57.8452759,1062.04822,3.74343109,1.34483111,0.104446784,3.95793033,4.18280506,0.000153704779,1.02858758e-05,-0.000472128158,-0.000397060008,4
4503599677702144,936749134809923714,251.541321,434.226227,-890.419495,3.41071725,1.04067183,2.09249187,-4.12776947,4.74459314,-1.99128408e-05,-0.00124828436,-0.00029322115,-0.000299629668,8
4503599677702144,936749134809923715,248.834183,428.793579,-879.698547,3.36961222,1.04374444,2.09093738,-4.12812662,4.74489355,0.00018471395,-6.86675266e-05,0.000357315788,-0.000300489774,7
4503599660924928,936749134809924176,431.930084,248.697937,-263.903656,1.88295615,2.52925944,1.27771485,-1.49657297,3.20633793,-0.000464161538,0.000981676392,0.000452605484,-0.000185995625,7
4503599644147712,936749134809925188,465.890533,191.832672,1055.62695,3.92191553,0.461234152,0.351619244,1.20309353,1.33976519,0.000270895136,-0.0010331556,-0.000154659123,-0.00031637511,6
4503599660924928,936749272248877830,574.723267,317.909607,-347.688843,2.48186421,2.57250166,1.18442905,-1.49660218,3.2049365,-3.97702788e-05,4.60990523e-05,0.000264425646,-0.000138355565,8
4503599694479360,1008806453969944660,410.679535,61.3992462,1221.5,4.30553818,1.34812677,0.0724333972,3.95534468,4.18074226,2.56950243e-05,-0.000792023609,-0.000133721973,-0.000131873967,5
4503599644147712,1008806453969944721,526.382141,241.783447,1218.5,4.52685404,0.431555331,0.38685593,1.2029388,1.33944881,0.000615270576,-0.000707898929,-0.000171108783,-0.000159560601,7
4503599694479360,1008806591408898132,506.198151,64.4427567,1501.5,5.29274368,1.35017109,0.010580143,3.95333505,4.17888689,0.000213416555,-0.000360211212,-0.000226663891,-0.000146363833,6
