particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,3.73837733,2.05974746,-0.920145392,0.105658367,-1
4503599660924928,-13,0,0,0,0,0,3.57332206,1.04245806,-1.63390803,0.105658367,1
4503599677702144,13,0,0,0,0,0,2.43277836,0.190599263,1.51904213,0.105658367,-1
4503599694479360,-13,0,0,0,0,0,2.03948379,0.472764909,-4.48530293,0.105658367,1
