particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,0.961834371,0.65038079,0.389042914,0.105658367,-1
4503599660924928,-13,0,0,0,0,0,1.50640035,1.46921718,0.847538173,0.105658367,1
4503599677702144,-13,0,0,0,0,0,0.836535275,0.403382212,0.423749954,0.105658367,1
4503599694479360,-13,0,0,0,0,0,1.28183007,1.97311294,0.00904817134,0.105658367,1
