particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599660924928,576460889742377052,8.8230896,30.9916344,-85.3965225,0.304887742,0.201188937,0.671723723,-1.85859692,1.98928022,-6.848474e-05,0.000233150175,0.000320874708,-0.000227965662,0
4503599694479360,576460889742377066,26.3355217,18.4537506,-5.74284697,0.109076187,1.87404442,1.30145943,-0.407640576,2.32016659,3.42147468e-05,-0.000359236001,-0.00053407182,-7.99499685e-05,0
4503599644147712,576460889742377084,6.04555559,31.1483345,21.6801243,0.128226548,0.649638236,3.39619112,2.3627944,4.18928432,0.000345439505,0.000196170411,-0.000532947655,-8.79352592e-05,0
4503599677702144,576460889742377084,2.81872869,31.3303261,4.79440403,0.106412813,0.1408851,1.45263565,0.222515687,1.48009312,7.68316386e-06,-9.56699005e-05,0.000160717755,-6.89914013e-05,0
4503599660924928,576461027181330583,20.8062553,69.1649246,-191.00296,0.682123542,0.221526146,0.666422963,-1.85295606,1.9843899,-0.00123602198,0.000415455637,0.000356477685,-0.000330892915,1
4503599694479360,576461027181330643,58.8210907,40.7634354,-12.7944832,0.242756203,1.88658226,1.2813164,-0.408080041,2.31919312,-0.00012286866,3.65675296e-05,2.03994841e-05,-8.3333689e-05,1
4503599694479360,576461027181330644,60.284256,41.7567711,-13.1109304,0.248755187,1.88705492,1.28047562,-0.408059627,2.31910992,-1.888929e-05,-0.000141901153,1.62110537e-05,-9.65695726e-05,2
4503599644147712,576461027181330679,13.3146372,69.8307877,48.5656509,0.287272483,0.626915932,3.39987803,2.36150193,4.18808413,0.000133279827,-0.000137804731,9.37321147e-06,-8.6630178e-05,1
4503599644147712,576461027181330680,13.6557159,71.6817398,49.8513107,0.294877887,0.625939369,3.39994478,2.36151147,4.18799782,0.000660940481,-0.000689222827,0.00012933978,-0.000387723325,2
4503599677702144,576461027181330680,6.98919868,71.4025879,10.9440155,0.242707491,0.162765875,1.44927764,0.222612634,1.47906005,0.000113879003,-0.000174955727,0.000326723617,-0.000109679022,1
4503599660924928,576461164620284045,35.3568802,110.860046,-307.390717,1.09795296,0.243586093,0.658125401,-1.84927368,1.98076749,0.00047770064,-0.000516072265,0.000103256127,-0.000209008431,2
4503599694479360,576461164620284247,95.3345337,65.2333984,-20.6828785,0.391871333,1.90080214,1.25788522,-0.409161806,2.31816769,-4.21319819e-05,-2.97331881e-05,0.000163898803,-7.96038366e-05,3
4503599694479360,576461164620284248,97.0463715,66.3655624,-21.0511589,0.398833871,1.90143883,1.25682914,-0.408997923,2.31808805,-6.63369792e-05,-5.71060918e-05,-6.80062949e-05,-7.33753041e-05,4
4503599677702144,576461164620284307,12.3865929,115.969315,17.794405,0.394576222,0.188518047,1.44527221,0.22237505,1.47816277,-0.00033295434,5.16577747e-05,-0.000556078507,-7.54705834e-05,2
4503599644147712,576461164620284358,21.3021755,114.331543,79.4273071,0.469926834,0.596998215,3.40456486,2.35922217,4.18623447,0.000303526234,6.15891768e-05,-0.000322859414,-8.85549889e-05,3
4503599660924928,576461302059237431,56.0266724,163.112595,-454.725342,1.62469673,0.274549723,0.648482502,-1.84577847,1.97837532,0.000541807443,0.000591103511,0.000501237984,-0.000198482841,3
4503599694479360,576461302059237891,143.166534,96.3204117,-31.0033894,0.585450292,1.9180814,1.22607768,-0.412042618,2.31586814,-0.000113341659,-7.1911476e-05,2.14691081e-05,-0.00013576496,5
4503599677702144,576461302059237979,19.9905777,169.68544,26.0503407,0.578097403,0.22026974,1.43999815,0.221680179,1.47730124,0.00016640799,-9.43961641e-05,-5.13745363e-05,-7.48984385e-05,3
4503599677702144,576461302059237980,20.2810135,171.577591,26.3415966,0.584572911,0.221570656,1.43972957,0.2216288,1.47722638,-0.000688252505,3.38506834e-05,-7.71199557e-05,-8.16500906e-05,4
4503599644147712,576461302059238057,30.7846546,169.952835,117.968483,0.697926402,0.563944936,3.40849876,2.35997343,4.18527603,0.000134559144,-0.00026582423,-0.000118529002,-0.000265188399,4
4503599660924928,864691678210949240,355.473969,580.047058,-1795.5,6.42552185,0.528988421,0.472253144,-1.83174348,1.96705353,-3.36987796e-05,0.00106618064,0.000420131313,-0.000143994577,8
4503599660924928,864691815649902713,273.557587,499.430328,-1498.5,5.36165524,0.480781794,0.521454096,-1.83184683,1.96720409,-0.000129929991,-8.51225996e-05,0.000103368991,-0.000150571868,7
4503599660924928,864691953088856128,204.528519,417.393951,-1221.5,4.36940908,0.431777835,0.562764585,-1.83196366,1.96733093,-0.000183834185,7.82754578e-05,0.00011687231,-0.000126776809,6
4503599660924928,936748859932016788,93.1507568,242.304535,-683.668884,2.44339776,0.32289809,0.629690707,-1.83697951,1.97140324,0.00298203295,-0.00149058236,0.000513517822,-0.000463351753,4
4503599694479360,936748859932017064,219.884155,143.92572,-47.3185501,0.891821742,1.94606125,1.17546368,-0.410620719,2.31271315,-8.74875332e-05,-0.000125796621,-2.19797803e-05,-0.000133651265,6
4503599677702144,936748859932017070,35.0026207,257.324493,39.561882,0.87888056,0.271746844,1.42788684,0.220858663,1.47399092,2.90919106e-05,-0.000280271517,0.000200285402,-0.000236109816,5
4503599644147712,936748859932017149,45.0155334,260.782196,180.715271,1.06933379,0.507043779,3.41557121,2.35692096,4.18204021,0.000194287335,-0.000262085727,-0.00022975741,-0.000319975865,5
4503599660924928,936748997370970207,142.333267,328.110107,-940.374329,3.36238384,0.378175378,0.598824978,-1.83275056,1.96767533,6.92186659e-05,0.00123093172,0.000786794117,-0.000344415399,5
4503599694479360,936748997370970649,305.990417,194.399139,-65.3462524,1.23049927,1.9751842,1.12345803,-0.409842938,2.31141639,0.000359119585,-0.000818732602,0.000161334348,-0.000119494092,8
4503599694479360,936748997370970650,300.53125,191.28804,-64.2129593,1.20917952,1.97321045,1.1269002,-0.4108904,2.3115921,0.000108328517,-0.000169004081,0.00104747701,-0.000175870446,7
4503599677702144,936748997370970769,55.6708908,354.878021,54.7311172,1.21622562,0.332925946,1.41350663,0.220720738,1.47265816,-0.000881328247,0.000322546519,-0.00156860997,-0.000123624865,6
4503599644147712,936748997370970825,58.4823036,357.074829,247.079163,1.46213126,0.447044551,3.42283988,2.35549998,4.18033791,-0.000110588502,-0.00117087632,0.00141262449,-0.000174160377,6
4503599694479360,936749134809924332,427.319427,260.459503,-90.2566376,1.6992557,2.01247501,1.05209863,-0.409964204,2.31002188,-0.000246031588,-9.91435809e-05,-1.66367317e-06,-0.000259199966,9
4503599677702144,936749134809924499,91.090271,488.467255,75.5918427,1.6837163,0.408557296,1.39231539,0.220899001,1.47153711,-0.00114356738,0.000375404721,-0.00192510826,-0.000249561708,7
