particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599644147712,576460889742377065,31.3939037,6.96794271,-7.34423733,0.110066675,3.84542537,0.863295317,-0.899681807,4.04390478,-0.000136773582,0.000263931841,0.000144157239,-0.000105776016,0
4503599660924928,576460889742377067,19.8138733,25.9008923,-63.5049286,0.238193393,1.24716592,1.61351418,-3.97063088,4.4649663,-2.6411235e-05,-0.000720402575,-5.45925323e-05,-0.000219109148,0
4503599677702144,576460889742377067,15.811307,27.8296795,-16.4182472,0.120066717,1.31409883,2.33240509,-1.37406337,3.01101041,-1.7678547e-05,-9.47743392e-05,1.37377056e-05,-8.73989266e-05,0
4503599694479360,576460889742377097,30.7928696,8.68696785,83.4756317,0.298267812,1.66569054,0.479838759,4.5235796,4.8454833,-0.000382888189,-0.000518450048,-2.78700154e-05,-0.000208943384,0
4503599660924928,576461027181330581,44.1062317,56.9032707,-140.053574,0.525429368,1.26892006,1.59971666,-3.96709013,4.46298313,-0.00015681723,9.50161048e-05,0.000201373725,-0.000189523067,2
4503599660924928,576461027181330613,43.7961998,56.5123596,-139.084213,0.521791756,1.26835585,1.5998832,-3.96736813,4.46312952,0.000329821341,1.93526885e-05,0.000278012885,-0.000146445251,1
4503599644147712,576461027181330642,71.4060211,16.0882568,-16.6960754,0.250513524,3.83934641,0.887782335,-0.897866368,4.04302692,-9.77612144e-05,0.000299176667,0.000288243173,-9.11327879e-05,1
4503599677702144,576461027181330646,35.5489616,63.1732407,-37.2177124,0.271973073,1.29415214,2.34189439,-1.37490582,3.01012111,-0.000809207326,0.000245574658,-0.000137914612,-9.37321602e-05,1
4503599694479360,576461027181330738,69.062355,19.9619884,187.63443,0.670407593,1.65786779,0.500800431,4.52150249,4.84298182,-0.00104549131,0.00011031732,0.000149064537,-0.000207207355,1
4503599660924928,576461164620284094,71.5534515,91.0191345,-225.212204,0.84492749,1.28854489,1.58053935,-3.96630859,4.46107864,0.000426001439,-3.69140139e-07,0.000342076877,-0.000181191877,3
4503599644147712,576461164620284244,112.734627,25.7964287,-26.3604202,0.395796061,3.83230329,0.913319349,-0.896814585,4.04179907,0.000126426254,-0.000964101986,1.08268723e-05,-0.000100270001,2
4503599677702144,576461164620284251,56.264225,101.140587,-59.4623642,0.434306085,1.26941419,2.35375524,-1.37546277,3.00909257,4.38978495e-05,1.45120384e-05,0.000314601057,-0.00011391993,2
4503599694479360,576461164620284505,111.136871,33.1093178,303.050873,1.08261764,1.64379466,0.527712941,4.52100515,4.8405776,4.34721551e-05,0.000696704432,-0.000296849525,-0.000186479505,2
4503599660924928,576461302059237583,108.068619,135.169601,-336.867859,1.26366043,1.30999231,1.55723548,-3.96618843,4.45902205,-0.00104035379,-0.000110234301,-0.000200683426,-0.000165510341,4
4503599677702144,576461302059237819,82.8054733,151.008469,-88.48246,0.6462816,1.24149621,2.36840582,-1.37361383,3.00809526,-0.000283025583,-0.000309443887,-0.000530524936,-0.00011811655,3
4503599644147712,576461302059237886,167.156876,38.991745,-39.1225929,0.587444484,3.82240987,0.944037616,-0.897357583,4.03960848,-8.425345e-05,-0.000138691088,-0.000155662608,-7.75504595e-05,3
4503599694479360,576461302059238433,163.835068,50.3098373,447.957031,1.60025847,1.63792217,0.551592231,4.51737499,4.83785915,-0.00179449888,-0.000855723978,0.000434720627,-0.000298776344,3
4503599660924928,864691953088856182,419.124512,461.568756,-1215.5,4.5592432,1.49120092,1.3722105,-3.9446857,4.43602848,-6.96060451e-05,0.00021019757,0.00019341502,-0.000130361659,9
4503599660924928,864691953088856183,420.25882,462.612305,-1218.5,4.57049704,1.49175704,1.37174058,-3.94449234,4.4358983,-0.000334643992,0.000567100185,0.000221355862,-0.00013395198,10
4503599660924928,936748859932016866,164.310959,200.687027,-505.206787,1.89491904,1.34042239,1.5289036,-3.9601295,4.4528718,-0.000511629449,-0.00167492335,0.00269248849,-0.00312358397,5
4503599644147712,936748859932017022,251.354187,60.3857002,-58.945179,0.884772956,3.80654073,0.99427247,-0.897406697,4.03668594,-2.19327412e-05,-0.000418498123,7.34714267e-05,-0.000140075819,4
4503599677702144,936748859932017027,123.376869,230.248581,-134.184357,0.980284691,1.19340956,2.39115047,-1.37036037,3.00514197,0.000172938293,-0.00024750724,2.66243314e-05,-0.000140389267,4
4503599694479360,936748859932017342,249.614319,80.6569672,685.94104,2.45033717,1.62184441,0.595128,4.50850821,4.82932377,0.000177393347,-5.30182842e-05,-0.000868369243,-0.000757619739,5
4503599694479360,936748859932017343,243.865829,78.554512,669.967224,2.39326286,1.62136924,0.593146384,4.50934267,4.82969904,0.0017357592,-0.00146505691,-0.000834166887,-0.000375463103,4
4503599660924928,936748997370970316,232.029297,275.594269,-701.901184,2.63264561,1.38167548,1.48453271,-3.94803905,4.43971157,0.000633748889,-0.000265323353,0.000420615223,-0.000265459123,6
4503599677702144,936748997370970598,167.798187,321.819855,-186.379654,1.36205947,1.13915443,2.41419888,-1.37001014,3.00235248,0.000416951167,-0.000457625807,-0.000115678689,-0.000156930604,5
4503599644147712,936748997370970647,346.237854,85.9192352,-81.3563995,1.22106576,3.79087758,1.04998374,-0.895085156,4.03553724,1.47104174e-05,-0.000606142043,-0.000129598484,-0.000115099094,5
4503599694479360,936748997370971207,342.229645,116.459335,945.011902,3.37602997,1.5992763,0.650635779,4.50432968,4.8250556,-0.00259385561,0.00199439912,-0.000670793583,-0.00121600705,7
4503599694479360,936748997370971208,336.880981,114.289574,929.953674,3.32222462,1.60012281,0.647431016,4.50488663,4.82542515,0.000454383611,-2.22381868e-06,-0.000556719839,-0.000369322894,6
4503599660924928,936749134809923634,330.884491,377.379578,-978.085022,3.66867042,1.4412899,1.42531979,-3.94541812,4.43692923,-0.000567568874,-0.000201912335,0.000732358138,-0.000900450628,8
4503599660924928,936749134809923712,328.768738,375.2854,-972.29071,3.64693499,1.44070756,1.4255321,-3.94602036,4.4373436,-0.000673303381,0.00105621829,0.000602220767,-0.000414629991,7
4503599677702144,936749134809924183,224.431122,446.710693,-256.781708,1.87657499,1.06575143,2.44380927,-1.37334311,3.00087738,5.27182856e-05,-0.000300912303,-0.000190572013,-0.000139096577,6
4503599677702144,936749134809924261,225.646042,449.498657,-258.348633,1.88799369,1.06413257,2.44423676,-1.37353361,3.00073814,-0.000673819159,0.000418511394,0.000600463129,-0.000172746935,7
4503599644147712,936749134809924329,480.677368,124.682228,-113.199409,1.6998831,3.76727366,1.12960505,-0.892515838,4.03436565,-2.5752006e-05,-0.000127002626,0.000399143144,-0.00014788995,6
4503599677702144,936749272248877840,284.714966,591.991821,-337.791229,2.46713161,0.977745593,2.47859311,-1.37339723,2.9994657,-6.70397421e-05,-0.000972924812,-0.00143347087,-0.000168969753,8
4503599644147712,936749272248878030,634.308777,172.805283,-149.718521,2.25073957,3.73758602,1.22056007,-0.891706049,4.0330658,-0.000281144283,-0.000433385343,-0.000664721767,-0.000244655792,7
4503599694479360,1008806453969944662,439.495728,158.319366,1221.5,4.36386395,1.57682896,0.707263112,4.49962044,4.82124043,0.000267752854,-0.000236970838,-0.000212335683,-0.000145347323,8
4503599694479360,1008806591408898192,534.728699,203.118652,1495.5,5.34317398,1.55023575,0.76412642,4.49940825,4.82109499,5.87231007e-05,0.000104221297,-0.000176229936,-0.000129066771,9
4503599694479360,1008806728847851664,636.990967,256.13797,1795.5,6.41536331,1.51670372,0.825264096,4.49672413,4.81800175,0.000599729305,-0.000406405627,-0.000272563804,-0.000135146096,10
4503599660924928,1152922054362660919,651.052246,656.710754,-1805.5,6.77256632,1.60790884,1.2342273,-3.94382238,4.43549156,-0.00043569968,0.000345690496,0.000148304811,-0.000193585205,12
4503599660924928,1152922191801614343,527.781921,557.417236,-1497.5,5.61710787,1.54826593,1.30783844,-3.94427085,4.43576431,0.000107989232,0.000299908017,0.000448519655,-0.000272679375,11
4503599677702144,1224979236083729186,343.135559,748.601196,-424.082855,3.09502101,0.88091749,2.50237632,-1.37196219,2.98853588,-0.000136107396,-0.000705259037,-0.000386982312,-0.000452919921,9
4503599644147712,1224979236083729410,788.774109,225.370621,-186.755997,2.80904889,3.70414019,1.31293929,-0.892608345,4.03142357,-0.00026192941,0.000384633546,0.000265918352,-0.000174244953,8
4503599677702144,1224979373522682721,403.458466,932.711426,-524.339844,3.82317328,0.769831002,2.53593516,-1.37126815,2.98582435,0.00141317979,0.000295974809,0.00177637232,-0.00019920792,10
4503599644147712,1224979373522683156,975.519287,294.799622,-231.997711,3.49079967,3.65997505,1.42432535,-0.891868293,4.02873611,-0.000191874729,-3.79441881e-05,-6.72026727e-05,-0.000172848071,9
4503599694479360,1297037242438516764,753.246033,322.653595,2144.5,7.66260386,1.47732973,0.89147985,4.49563789,4.81655121,-6.13129741e-05,-2.72078505e-05,-0.00016583626,-0.000178628747,11
4503599694479360,1297037379877470285,886.023987,407.8414,2555.5,9.13145065,1.42539489,0.970250309,4.49173117,4.81247854,-0.000311936106,0.000446694874,-0.000223924682,-0.000211301653,12
