particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,2.5319438,1.01755273,-0.097945556,0.105658367,-1
4503599660924928,13,0,0,0,0,0,1.06598878,1.98307502,3.99781179,0.105658367,-1
4503599677702144,13,0,0,0,0,0,1.89779246,3.67896366,1.30981565,0.105658367,-1
4503599694479360,13,0,0,0,0,0,1.86614799,4.0089016,-1.27464724,0.105658367,-1
