particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,2.24759412,1.58742082,0.599873722,0.105658367,-1
4503599660924928,13,0,0,0,0,0,2.42191243,0.0499285869,1.55473733,0.105658367,-1
4503599677702144,13,0,0,0,0,0,2.43695664,0.85254848,2.04933667,0.105658367,-1
4503599694479360,13,0,0,0,0,0,2.65268159,1.35130847,-1.53800809,0.105658367,-1
