particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599677702144,576460889742377066,27.2483788,17.4318275,-21.0932503,0.12905775,1.21407092,0.765088022,-0.935033441,1.71603584,-0.000590782904,-0.000241852991,-0.00073526043,-0.000124899379,0
4503599644147712,576460889742377083,12.387887,28.9297562,13.1003056,0.11381606,0.882792354,2.03793263,0.92380476,2.40771079,9.47506487e-05,-4.8380145e-05,-0.000174217406,-7.30465836e-05,0
4503599660924928,576460889742377083,12.9724598,28.6480446,31.5344486,0.148798719,0.529041231,1.19021666,1.30573153,1.84732199,0.000157716509,-1.82552103e-05,-0.000184219825,-9.67919332e-05,0
4503599694479360,576460889742377083,20.906271,24.8248024,9.96261787,0.113279276,2.64453363,3.12551665,1.2568233,4.28406143,-0.000164697572,0.000107626664,-0.000280075474,-0.000105300009,0
4503599644147712,576460889742377084,13.1753817,30.7461243,13.9236336,0.120974943,0.883976161,2.03741217,0.923630536,2.4076376,0.000377728953,-0.000567843788,0.000659858808,-8.85167683e-05,1
4503599660924928,576460889742377084,13.8862247,30.7060261,33.7913628,0.159450471,0.527965009,1.19074619,1.30554736,1.84722519,-0.000215572902,-0.00053810823,0.000392038171,-0.000131280511,1
4503599677702144,576461027181330643,60.7465057,38.1274452,-46.9087715,0.286412328,1.22375906,0.742072284,-0.938705027,1.71481442,-6.75763004e-05,3.00793704e-06,7.18038718e-05,-8.62288725e-05,1
4503599694479360,576461027181330677,46.5098839,54.8589287,22.0800934,0.251032382,2.66391563,3.10619378,1.25643456,4.28190136,0.000442408433,-0.00041215698,-0.000252350263,-9.77491873e-05,1
4503599644147712,576461027181330678,28.3979664,65.2633972,29.6531334,0.257444054,0.905829906,2.02574182,0.925322413,2.40656233,0.000404644379,-0.000206863711,-0.000140550401,-7.58167007e-05,2
4503599660924928,576461027181330710,28.9753494,65.5793457,71.9528198,0.339380264,0.505878747,1.19788992,1.30599403,1.84597874,0.000479051203,-7.84655276e-05,-0.000261370558,-0.000104472005,2
4503599677702144,576461164620284195,98.5067444,60.5567398,-75.7133408,0.461944282,1.23610294,0.718930542,-0.937830448,1.71333039,0.000160040625,-2.79556207e-05,0.000355304655,-9.07091671e-05,2
4503599694479360,576461164620284302,75.6790466,88.6318893,35.778286,0.406790376,2.6833117,3.08632326,1.25535059,4.27932501,0.000440874748,-0.000593505625,0.000196792927,-9.38030062e-05,2
4503599644147712,576461164620284304,46.826252,105.749733,48.1736755,0.418326735,0.931251705,2.01351833,0.923522353,2.40531564,4.63164288e-05,2.53995149e-05,-0.000302312692,-7.6860495e-05,3
4503599660924928,576461164620284356,45.8306503,106.554832,116.456841,0.549200952,0.482067555,1.20668697,1.30521619,1.84478605,6.55664917e-05,-0.000130674918,-9.92879577e-05,-0.000138586518,3
4503599677702144,576461302059237812,147.127487,87.9371643,-112.400398,0.685128331,1.25250232,0.685930192,-0.939029336,1.71236742,-1.24617482e-05,-0.000412974885,-0.000159353993,-8.71004522e-05,3
4503599694479360,576461302059237972,111.877068,129.890747,52.6022644,0.598340511,2.70929503,3.06305337,1.25336933,4.27839613,-0.000167258666,6.02300133e-05,-9.13652839e-05,-8.95578123e-05,3
4503599644147712,576461302059238054,71.2239532,157.469131,71.9548569,0.625114262,0.961668074,1.99845672,0.922253668,2.40423584,8.00231501e-05,-0.000102047976,-0.000138939737,-0.000106107727,4
4503599660924928,576461302059238132,65.8176193,158.41066,172.290466,0.812410772,0.451354533,1.21724927,1.30427003,1.84328532,0.00121471018,-0.000194030217,-0.000370604015,-9.24788692e-05,4
4503599677702144,936748859932016984,226.126144,129.152893,-171.351501,1.04220402,1.27246571,0.635023117,-0.94062978,1.70832419,-0.000145097889,-7.13900881e-05,4.65458725e-05,-0.000160243333,4
4503599694479360,936748859932017106,169.707977,194.457855,79.1364441,0.900809824,2.74361801,3.03080249,1.24823177,4.27579832,-0.000103065511,-0.000104929037,-1.42400932e-05,-0.000144666803,4
4503599644147712,936748859932017108,108.627892,232.97023,106.99144,0.92980063,1.00604022,1.97018492,0.918955088,2.39778805,-0.000596942438,0.000187125916,-0.000124166414,-0.000144210338,5
4503599660924928,936748859932017188,94.7658539,241.33046,260.373444,1.22802246,0.403303385,1.23228872,1.29988658,1.8390373,0.000144411242,-0.00035773922,1.97600485e-07,-0.000207873323,5
4503599677702144,936748997370970593,317.350739,172.280716,-238.09436,1.44655073,1.29786861,0.580417275,-0.938496768,1.70683539,-0.000572809193,0.00104162982,0.000260706351,-0.00022427924,5
4503599694479360,936748997370970764,237.823242,268.595551,109.877136,1.25205183,2.78718686,2.98895764,1.24773884,4.27437639,-0.000476554094,0.000276407256,-8.75469923e-05,-0.000142983714,5
4503599644147712,936748997370970766,157.696152,325.837738,150.623489,1.30956221,1.06064713,1.93930495,0.918971777,2.39615297,-0.00038004684,0.000695199007,-0.00139990298,-0.000141927652,7
4503599644147712,936748997370970767,154.824341,320.576691,148.131561,1.28788888,1.05736423,1.94113743,0.919210672,2.39627743,0.000128462911,-0.000110583045,-0.000238872206,-0.000124511265,6
4503599660924928,936748997370970879,124.2286,339.029114,362.7099,1.71090698,0.344825506,1.24848616,1.29902887,1.83746076,0.000686249463,-0.000265279377,-0.000220288333,-0.000207051358,6
4503599660924928,936748997370970935,125.048332,341.998749,365.799286,1.72548437,0.343731195,1.24871242,1.29880857,1.83725369,-0.000190124556,-0.000187444239,-0.00027175658,-0.000355076656,7
4503599677702144,936749134809924175,446.737457,225.742371,-330.495209,2.0072062,1.32883656,0.50334233,-0.936397731,1.70504093,-0.000478871429,0.000564785965,0.000315085141,-0.000379377627,6
4503599694479360,936749134809924492,333.709229,369.369843,152.344757,1.73734677,2.84519196,2.93166542,1.24671054,4.272614,0.000182361269,-0.000538418535,0.000407936517,-0.00012891287,6
4503599694479360,936749134809924570,335.787109,371.509399,153.25528,1.74775171,2.84665728,2.9298811,1.24711847,4.27248526,-0.000254015729,3.92899528e-05,-2.86066879e-05,-0.000150646432,7
4503599644147712,936749134809924573,227.575394,448.082092,209.060394,1.81860971,1.13448024,1.89707685,0.915450335,2.39481926,0.000113225673,-0.000173613647,-0.00011959907,-0.000129601816,8
4503599660924928,936749134809924809,156.810486,473.380951,501.361176,2.36515212,0.26417166,1.26738536,1.29684877,1.83549249,0.000243366565,0.000322252425,-0.000681539183,-0.000223839641,8
4503599677702144,936749272248877726,603.742432,279.099182,-439.762756,2.67099261,1.35950923,0.409824878,-0.934381783,1.70307219,-3.35737714e-05,-0.000310749863,0.000227165787,-0.000226183824,8
4503599677702144,936749272248877727,597.81189,277.302948,-435.685089,2.64620137,1.35895848,0.413887411,-0.933682799,1.70323169,-0.000526208896,-0.000506630226,-0.000698998454,-0.000159486633,7
4503599694479360,936749272248878345,448.727417,485.060822,202.149506,2.30649328,2.91415834,2.86106873,1.24622703,4.27109814,-0.000200082082,0.000248950237,-0.000910032308,-0.000235179934,8
4503599644147712,936749272248878451,310.777802,580.711426,273.901947,2.38446379,1.21299112,1.84637451,0.914808571,2.39342523,0.00047897597,-0.000480144256,6.79071354e-06,-0.000124966566,9
4503599660924928,936749272248878760,184.58371,638.234741,668.743164,3.15567088,0.165038675,1.28254008,1.29576766,1.83366418,-0.00109195861,-0.000507318415,0.000347775524,-0.000206947065,9
4503599677702144,1224979236083729052,754.711609,319.219421,-542.570679,3.29605484,1.37880492,0.324929088,-0.935856998,1.7010802,-0.00029830006,0.000477246736,0.000100311132,-0.000205728604,9
4503599694479360,1224979236083729900,564.978638,596.543152,251.265106,2.86836386,2.97928786,2.79034114,1.24458396,4.2687602,-0.000154720663,0.000118498319,-0.000552618818,-0.00019160923,9
4503599644147712,1224979236083730025,400.868073,711.513306,339.682434,2.95848584,1.29424191,1.78652048,0.915713668,2.39090204,2.28021163e-05,-0.000135082664,-0.000306971458,-0.000206147786,10
4503599660924928,1224979236083730630,198.887115,795.914917,827.562073,3.9050405,0.0691637173,1.28204608,1.28957391,1.82279742,0.000910859497,0.00035439487,-0.000782025687,-0.000269028096,10
4503599677702144,1224979373522682397,954.86731,357.437714,-677.236572,4.11253643,1.39996624,0.205273315,-0.934753835,1.69910884,0.000121329169,0.00015895706,0.000672354887,-0.000250593293,10
4503599694479360,1224979373522683928,710.049744,728.554321,311.046661,3.55257559,3.05762029,2.7016623,1.24502468,4.26723242,-0.000787370896,0.000546372496,0.000118243937,-0.000183655618,10
4503599644147712,1224979373522684085,528.33551,877.299072,426.473328,3.7145648,1.39457309,1.70705676,0.914530635,2.38880873,-0.00065491983,-0.000337171892,0.00115417107,-0.000181035575,11
4503599660924928,1224979373522685006,200.284637,999.909119,1032.36096,4.87106419,-0.0569810905,1.27921498,1.28735971,1.81881726,0.000351142429,-0.000775412947,-0.000687840511,-0.0010431899,11
