particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599660924928,13,0,706.109924,747.863098,-1002.00745,4.81177235,0.818865836,1.31672978,-1.51545739,0.105658367,-1
4503599677702144,-13,0,989.557678,280.474609,-611.980286,3.99599719,4.01379061,0.812547207,-2.43465257,0.105658367,1
4503599694479360,-13,0,869.514587,549.39502,-455.12146,3.75784516,2.95209169,1.50113142,-1.45819175,0.105658367,1
