particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,121.976318,1021.27972,-676.206421,4.11128473,0.0908103213,3.35380983,-2.20258403,0.105658367,-1
4503599660924928,13,0,428.921021,934.835388,640.574585,4.0486207,0.978526056,2.8758862,1.87949085,0.105658367,-1
4503599677702144,-13,0,558.238647,863.863464,-2241.95508,8.23829651,1.17056108,1.24594748,-3.70171738,0.105658367,1
