particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,1.60571623,0.0928994045,0.142863259,0.105658367,-1
4503599660924928,13,0,0,0,0,0,0.9783535,2.05872154,-0.750767231,0.105658367,-1
4503599677702144,-13,0,0,0,0,0,0.169104889,2.76862526,2.14871001,0.105658367,1
4503599694479360,13,0,0,0,0,0,1.13024509,1.93036759,0.171705887,0.105658367,-1
