particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599660924928,576460889742377065,30.7259159,8.8783493,-14.0414257,0.116551667,3.57809401,1.02398777,-1.6343534,4.06615067,6.4101514e-05,-0.000687275722,-7.31860491e-05,-8.71959055e-05,0
4503599694479360,576460889742377065,31.3439083,7.11085081,-68.8644791,0.2535519,2.03675652,0.451927125,-4.4706459,4.934618,0.00044493546,2.38910288e-05,0.000527473341,-0.000292004057,0
4503599644147712,576460889742377066,28.6448345,15.8685389,-7.05952454,0.111772992,3.72859931,2.07677436,-0.920098305,4.36728621,-7.65564837e-05,-6.25357134e-05,6.75345145e-05,-0.000109326065,0
4503599677702144,576460889742377081,32.37257,2.66861844,20.2198086,0.127713218,2.43088984,0.210405961,1.51879549,2.87600398,-0.000119877506,-8.19276756e-05,-2.5681451e-05,-0.000120878962,0
4503599694479360,576461027181330578,71.5773773,15.7190475,-157.053452,0.578233302,2.04127264,0.423820972,-4.46881723,4.93233299,0.000724877871,0.000794283871,0.0006030199,-0.000177955095,1
4503599660924928,576461027181330642,69.6750259,19.8177853,-31.7773743,0.263947576,3.58661628,0.994209588,-1.63138103,4.0650754,-0.000750992971,0.000493788626,-0.00102209626,-0.000131423891,1
4503599644147712,576461027181330643,62.9630432,35.093132,-15.5391417,0.246037439,3.71704888,2.09563899,-0.919850945,4.36639929,-1.73688313e-05,-0.000132658926,7.24198835e-05,-9.37097793e-05,1
4503599677702144,576461027181330673,71.6078491,6.19543123,44.7327271,0.282583654,2.42838931,0.229835629,1.51778698,2.87484622,0.000213417705,-9.39682795e-05,-0.000480847142,-8.10547863e-05,1
4503599694479360,576461164620284088,112.803932,24.020052,-247.0103,0.909543574,2.04901934,0.399686068,-4.46531487,4.93035793,0.000143132493,-0.000900481362,0.000175578738,-0.000172447253,2
4503599660924928,576461164620284245,112.443687,31.5056572,-51.2282448,0.425500572,3.59234762,0.967883229,-1.63218832,4.06410646,-8.50236174e-05,2.54574297e-05,4.0149378e-05,-8.52154844e-05,2
4503599644147712,576461164620284247,101.877892,57.203434,-25.1870689,0.398806483,3.70267057,2.11925077,-0.919636011,4.36553383,0.000192697364,-0.00100935961,-0.00111903087,-9.05593843e-05,2
